Longitude,Latitude,1/11/2020,1/23/2020,2/4/2020,2/16/2020,2/28/2020,3/11/2020,3/23/2020,4/4/2020,4/16/2020,4/28/2020,5/10/2020,5/22/2020,6/3/2020,6/15/2020,6/27/2020,7/9/2020,7/21/2020,8/2/2020,8/14/2020,8/26/2020,9/7/2020,9/19/2020,10/1/2020,10/13/2020,10/25/2020,11/6/2020,11/18/2020,11/30/2020,12/12/2020,12/24/2020,1/5/2021,1/17/2021,1/29/2021,2/10/2021,2/22/2021,3/6/2021,3/18/2021,3/30/2021,4/11/2021,4/23/2021,5/17/2021,5/29/2021,6/10/2021,6/22/2021,7/4/20212,7/16/2021,7/28/2021,8/21/2021,9/2/2021,9/14/2021,10/8/2021,10/20/2021,11/1/2021,11/13/2021,11/25/2021,12/7/2021,12/19/2021,12/31/2021,1/12/2022,1/24/2022,2/5/2022,2/17/2022,3/1/2022,3/13/2022,3/25/2022,4/16/2022,4/18/2022,4/30/2022,5/24/2022,6/17/2022,6/29/2022,7/11/2022,7/23/2022,8/4/2022,8/16/2022,8/28/2022,9/9/2022,10/3/2022,10/15/2022,10/27/2022,11/8/2022,11/20/2022,12/2/2022,12/14/2022,12/26/2022
137.1879883,-4.087827682,-2.421646,0.1732484,-0.6163,5.074491,-3.249189,6.937449,5.752701,4.164114,0.5577754,-2.971698,6.308648,-3.817606,-6.286636,3.522407,1.320351,1.514698,-2.262126,0.6130179,8.834802,0.2820007,-0.4763331,0.02404567,1.316996,-0.4840399,9.71865,-0.07148652,4.447562,2.907242,6.586969,0.7669142,-4.157644,5.224142,-3.432581,-5.188386,0.7414185,2.388309,2.235825,7.289515,-0.8152351,27.55431,6.469711,2.418739,-1.498349,0,2.477225,-2.298291,12.14237,0.6811984,1.715986,1.659796,5.864011,-0.5616048,-5.028409,3.291153,-4.459158,-5.950952,0.8018122,1.206317,0.5527529,5.296159,-0.6278883,9.663359,3.931934,2.18119,-1.2473,3.18722,0.2727765,11.84651,-0.1053963,1.114447,2.293859,5.516415,-2.153191,-6.090998,0.6392087,-4.08247,-3.756202,0.78793,0.324258,1.711172,2.184332,-3.060925,10.20434,5.086842,2.635803
137.1833649,-4.087812901,5.94662,-0.4102561,-1.967182,-4.111439,-0.9084923,2.197444,2.444521,-9.584801,4.575164,-3.812092,4.367921,2.973859,-2.846002,2.602711,-0.1553425,0.2049246,1.217351,-3.379586,5.626421,0.9975312,-1.602067,3.175173,0.1807421,-0.3601465,-2.319434,2.42057,2.650899,1.882349,-7.119768,5.750132,-5.081071,3.582595,5.141106,0.1933501,1.694829,-0.2029808,0.7955549,0.209317,-0.5011829,17.57139,-0.2985651,2.303617,4.732391,0,0.7125111,-2.896281,-1.463331,3.0181,0.2674116,2.249617,-8.761649,3.991181,-5.78549,2.233466,5.673513,0.08044269,1.232782,-1.024891,0.9526024,-3.382562,-0.1998177,3.156258,-0.5211585,3.606293,2.085041,-3.820159,2.83706,-1.608791,-0.3381557,0.9025885,2.566787,-9.06505,1.754264,-4.780523,0.4396689,5.810753,-0.1329532,0.9338151,-1.407517,-1.680021,1.823247,-2.52325,2.334157,-1.054994,2.119117
137.1860657,-4.087804794,4.804381,-0.1936069,5.200582,-4.997622,-3.377469,3.983227,0.4320804,-2.468584,-2.016022,-3.127707,5.133379,-0.3014275,-0.1139961,2.338674,-4.827199,2.974103,3.313888,-6.543177,4.818357,0.4563204,-3.333068,2.883674,-2.483961,5.229308,-3.209491,-1.695955,5.238311,-1.02565,6.070287,0.07312098,0.773017,5.78581,0.2484977,0.1684363,1.904843,-3.05654,3.489506,3.31732,-5.607759,5.249186,-0.5031977,-3.685892,5.378084,0,0.3787826,4.903114,-3.588726,-0.6410776,2.506266,-1.366276,4.826232,-1.935949,0.1914025,3.747237,-0.4579344,2.094487,1.364835,-3.104688,1.916871,-0.9902347,-4.907155,1.256166,0.7108452,-1.912718,1.936002,-4.661342,7.311537,-2.575289,-1.492209,2.411987,0.3191873,3.486963,-3.369326,0.8073086,3.05096,-0.5649784,0.5999829,0.6387756,-3.490343,3.249898,-1.099335,-5.903056,-0.03018043,0.5598466,-2.144666
137.1804657,-4.087780476,2.405209,-2.534847,2.134752,3.25836,0.5096087,2.771457,-1.428632,-3.712702,0.6314076,-13.32385,2.339882,-3.46409,-3.263926,-2.912545,-1.402298,6.706675,0.2726233,-7.054901,4.729381,-1.783561,-2.494161,1.874927,0.178115,2.523441,1.867194,-2.5096,7.509223,-2.003634,-0.9245644,1.116084,-14.58176,3.162922,0.7617732,-4.13972,-6.36763,-0.2674682,7.552711,2.061811,-3.779052,1.666258,-1.286657,-4.137178,0.2046268,0,6.523078,1.669111,3.614155,-3.329207,8.053251,-1.506175,-1.745122,-0.3801903,-12.70293,2.14298,-1.527155,-2.605762,-7.948399,-0.2749681,4.36798,-0.1715272,-3.160929,5.269003,-2.816799,-1.92717,-0.3927583,-0.6784612,3.902098,2.706794,-2.716823,8.087608,-1.875785,-2.403993,-1.309471,-14.1953,1.236685,-2.255919,-3.451391,-6.922971,-1.960615,4.66411,1.786356,-4.045293,4.836376,1.590955,-1.543257
137.1887817,-4.087769985,8.980672,2.540313,0.6619,8.083291,-1.040989,6.79529,4.2469,-2.532446,-2.303993,2.622024,1.456584,6.627953,-1.768404,7.449635,3.558258,5.78026,-0.257125,-1.033623,1.975462,-2.173335,-6.042955,1.2862,2.043594,1.368153,-2.327064,-0.8775727,8.521729,5.132812,2.074809,0.407492,0.7566664,1.563648,7.766562,-0.8992915,4.319891,3.800864,6.233544,-0.07447281,-7.58247,2.707549,-4.658468,-5.880256,3.467804,0,0.3042508,1.251568,5.446706,-1.668889,11.69823,4.485142,1.733198,-2.0186,1.78148,1.364654,9.819592,-0.7102067,1.314429,2.960363,5.108543,-2.972443,-6.548251,4.672434,-4.195974,-4.689874,2.44462,0.1114772,1.867361,1.404558,-1.734082,9.235126,3.976819,1.017149,-2.765449,3.334032,-1.272302,7.081402,-1.978192,1.741449,1.08441,6.669246,0.5309238,-6.080653,4.500468,-2.569039,-5.555349
137.1770935,-4.087758541,1.957903,-0.8024108,1.668936,-0.3204593,-4.770733,2.399232,0.5292503,-2.452504,5.717817,-0.2550834,6.829883,-3.912294,-1.121154,1.828902,4.581003,-8.589006,4.811313,-4.587528,2.545812,4.151438,-0.6873384,1.542103,-0.2999327,1.281922,1.499572,-0.3848015,6.002224,-0.5820325,3.165742,3.540796,-0.8232878,12.46045,-1.774442,1.627886,1.063828,5.012358,-6.97824,4.566541,-4.292595,0.4698922,5.797335,-0.3568609,2.037796,0,3.045493,0.63203,0.8946497,-0.4844584,4.057115,-0.8101666,1.978249,3.745297,-1.756914,-3.205808,-2.554106,3.915571,0.4488807,3.029222,-6.410113,-0.1704193,-3.159513,3.344804,5.786717,-0.02767109,1.264936,-1.890462,-2.529228,-0.3865256,-2.131075,1.929911,-0.4037068,0.04437459,-0.058265,-2.093062,2.640029,-1.692814,-2.397639,1.288265,2.048728,-6.577586,4.158719,-4.215289,2.205932,4.676834,-0.4464315
137.1797638,-4.087758064,2.740071,-4.187086,1.946193,3.554334,-6.73212,2.715558,-0.2983515,-1.115168,5.262766,-2.46348,7.158285,-4.329498,-3.047014,5.196759,-1.388353,5.694987,-2.143828,0.210025,0.02996452,-0.1454184,-0.7036107,1.375398,-4.475408,2.102357,3.193709,-6.209588,4.372021,-0.7135251,-3.38713,2.765808,-1.864069,7.326735,-2.572365,0.008771065,3.551387,-0.7401537,4.681411,-1.533963,-0.000599344,7.353447,-0.326112,2.620869,1.228098,0,-0.3561759,2.229027,4.231484,-5.125949,3.767516,0.1739375,-4.029424,4.567632,-2.584341,6.681885,-3.831892,-1.179241,2.738361,0.367545,0.6564876,-4.233778,-3.073994,6.095495,-0.7637427,0.291879,1.431188,-3.756465,3.95088,2.24432,-4.123625,2.624203,0.7997601,-4.08687,0.1612253,-2.193911,6.80862,-3.598539,0.3337134,3.732899,-0.5260423,1.965229,-1.52367,0.5841258,4.504538,-2.365395,0.3838256
137.1779327,-4.087757111,1.777432,-0.7922276,6.048793,1.170462,-7.951965,3.265011,-1.179001,-1.328356,3.769833,-0.3682981,2.890099,3.186124,-0.6115276,8.880524,-2.250803,-1.837735,0.05593504,-11.62345,1.169732,-3.120778,-2.647834,-5.606895,-2.170759,6.576863,0.6763861,-4.420087,4.547608,-2.7114,-3.609529,2.324323,-0.5394864,4.184603,3.965077,-3.208392,7.099949,-0.3711062,-1.01039,0.4813114,-17.32508,5.211155,-2.223177,-2.519508,-3.111583,0,-2.861897,6.49474,1.228506,-2.930696,5.548442,-3.391625,-4.645209,0.2046867,-0.8971895,3.845418,3.254329,-2.156045,8.250564,-0.325789,0.5246863,-4.246478,-9.161279,2.605055,-2.047649,-4.405704,-7.06896,-2.57974,5.025869,-1.145316,-3.060214,3.387085,1.410134,-6.155698,-2.858261,0.04445529,2.596374,2.384792,-1.613932,7.840603,-2.689327,-1.144036,0.2571993,-17.4708,2.522542,-1.246814,-2.858365
137.1788177,-4.087721348,5.809717,1.706635,5.395406,-0.4753109,2.310558,-0.03002418,-3.032467,-4.344185,7.301979,2.140883,1.696625,6.847776,-2.747001,8.114475,2.858097,0.7018246,-1.941998,-0.3587595,-0.6024568,9.923569,-0.7632487,3.216553,3.804481,5.600384,-0.5399866,-6.153358,2.1844,-4.536301,-5.983459,0.7596213,2.333555,1.429744,2.365837,-1.788101,14.43576,2.576812,2.39248,-0.7975772,3.357583,-0.4381481,10.1737,-0.1071318,3.282493,0,5.78224,5.20008,-0.01201328,-8.259383,5.236968,-5.047058,-6.47811,1.565301,1.447467,2.265404,3.537938,-7.047338,11.7129,1.919578,3.494303,-7.774544,2.15009,0.3529659,8.455809,-0.579524,2.378727,2.652587,6.153039,-0.2671838,-7.973001,2.417171,-4.424472,-7.112072,2.313091,0.2365988,2.757211,1.305833,-2.500619,12.83736,3.429301,1.913091,-1.474937,3.823778,-0.6462212,6.861048,0.181752
137.1852264,-4.087715149,2.282717,2.021695,-13.62648,4.558381,-4.412658,2.011283,4.228897,-0.8473279,2.050352,-0.7038258,2.521097,-0.4888163,-1.996981,4.253526,-0.06568748,1.469134,5.175348,-1.028201,-5.025184,-3.232349,1.073409,0.8129468,4.07804,-8.112529,4.506083,-4.552385,2.101679,5.178535,-1.38601,1.705995,-1.684942,0.890366,1.391246,0.03164527,4.092461,1.084743,3.443826,3.052688,-0.4968563,8.035751,-2.266253,3.260422,3.650197,0,7.170661,-6.397094,4.976454,-3.559875,2.893018,5.766921,-0.7026548,1.318209,-1.174829,-1.604606,1.461567,-1.719677,4.103658,0.02615308,4.766367,-0.565435,-1.19219,-0.889279,-2.481061,-0.1062938,0.820829,1.449207,-6.43866,3.308682,-4.472896,1.564609,6.60307,-1.53108,0.005194639,-0.2554415,0.6509628,0.6864538,-2.056117,2.74745,-0.6268248,1.484204,1.316061,-3.019141,-0.5813535,-0.785717,1.515579
137.1842957,-4.087697029,3.859838,-0.4611959,-3.378202,-2.980839,0.4273307,-1.743354,-0.02925522,-0.6697251,2.050372,-5.295784,3.386529,2.860044,-5.782068,6.288261,0.9564459,-3.491211,3.092834,-1.467329,6.597599,-3.893979,-2.02392,2.555743,-1.174692,4.203526,-1.959256,-1.770247,2.721431,-0.3473859,-0.2809506,2.123993,-3.409794,3.683233,6.919983,-5.782732,5.828561,1.6087,-3.509054,2.688038,-2.666278,8.489264,-4.061634,-1.485331,4.100532,0,5.26989,0.972091,-0.4250804,-0.6124365,6.046045,0.08047863,2.562663,0.8618311,-3.007272,4.273765,0.69506,-6.947625,1.946398,0.3332229,-3.396094,0.7960984,-3.573013,7.905521,-3.484109,-1.016655,2.509032,-0.06814689,0.3755309,-0.4693974,-2.511596,4.398313,-1.058576,1.380666,-0.4564935,-2.568403,1.087639,0.1048312,-4.120634,2.454035,0.1573384,-4.704118,4.374039,-3.023399,7.230569,-3.008072,-0.3840888
137.1825104,-4.087619781,6.381002,-1.095156,-5.922485,0.6445773,-8.220433,0.544531,-1.041723,-2.448421,2.615921,-2.276133,7.271353,0.3557909,-4.649149,5.998089,-2.287568,-4.141614,2.200189,-1.868532,2.416216,0.1724554,1.997723,5.82477,-1.695093,-1.75145,0.09830965,-17.16905,1.526812,-2.620251,-4.371443,-6.177641,-0.08944056,6.536991,0.8568631,-3.805003,5.864938,-2.432297,-3.551914,0.0546151,1.032467,11.22926,1.861399,-1.82199,6.677794,0,-2.149387,-1.072424,1.60679,-18.53872,3.04865,-2.711869,-3.381703,-3.961706,-0.268168,6.489272,2.036302,-4.284133,5.64302,-2.23411,-2.621675,-7.226192,1.685372,3.642814,2.671658,-2.375247,9.107251,-1.998414,-1.617208,0.5033623,-9.836411,1.552961,-1.994315,-3.783577,-6.77172,-0.475158,3.808402,1.382448,-2.784072,4.043212,-0.370454,-3.610593,1.745415,-0.4273517,3.800518,3.307804,-1.192918
137.1818542,-4.087408543,6.821562,0.3418541,-5.980001,-0.8767457,0.1514316,-2.017877,5.865808,-3.11334,5.580316,4.178345,6.996388,-0.7413744,-2.143492,3.509116,-2.031458,-6.737746,4.828424,1.847102,1.735373,-2.540934,0.1592096,12.32917,3.451921,2.729716,-1.947646,1.351564,-0.09473912,8.564595,-1.532042,4.751981,3.820725,5.815953,1.866342,-5.795513,4.436806,-2.991634,-5.503977,1.537249,1.697172,-4.174814,6.117036,-3.075552,8.978825,0,10.05372,1.317646,-0.1227313,4.595879,2.691001,8.507051,-0.6164641,3.711048,3.276224,5.341928,-1.400728,-8.45869,4.459263,-2.720293,-5.912832,-1.044383,2.797885,2.349184,2.03202,-1.7386,11.33403,2.090911,2.667866,-1.468489,3.572502,-0.8180002,9.006869,-0.0102568,-1.081469,1.470186,5.086269,-0.3504383,-7.166611,3.36401,-2.765337,-6.664025,2.147656,-0.8112321,2.321949,2.698574,-1.769757
137.1788635,-4.086944103,4.63064,1.972535,-1.159603,4.635158,-1.156593,1.503817,-2.484114,0.08599077,2.448875,1.466164,-6.803779,4.480165,-4.093979,3.063273,3.201922,-2.900026,2.045264,-1.311535,2.592321,1.007137,-4.148113,3.503758,1.076877,0.7219393,5.248355,-0.6564945,-4.852026,-2.574805,2.178457,1.345856,3.612823,-6.786651,4.96504,-3.409599,3.177114,5.417233,-0.8982619,1.465471,-0.1872332,6.946788,0.4002908,-0.8497233,5.330557,0,7.725757,4.666853,3.446871,-0.2091514,0.9521891,-2.601785,3.301801,2.285821,2.352184,-13.87367,3.10716,-4.498845,3.28013,4.310539,0.2093956,-3.826721,0.4541582,1.860223,0.526371,-0.9458101,3.072501,-3.052147,3.316507,1.519113,-1.163786,5.061153,-1.26574,1.752055,-2.051711,4.892178,-6.76353,3.354377,-3.559366,2.203585,5.090498,-0.6892306,1.698927,-1.358436,-2.246017,-0.07465978,-2.063032
137.1780853,-4.086923599,5.182049,0.2763668,-9.403418,5.197336,-1.184875,3.684767,-4.27469,-2.548555,2.928079,-1.252182,8.198487,-3.156268,-0.5732858,2.069987,0.1641409,-0.7067281,1.759967,-4.038213,2.279061,3.639906,-7.309708,5.947884,1.445997,-3.23663,2.550022,-2.538684,6.233091,-4.004958,-0.6509264,3.571637,0.1662612,4.550923,-0.2057754,-2.875636,5.955389,-0.1917248,0.8303592,1.427084,-3.886324,-3.711735,3.323759,-5.658973,3.336618,0,1.893867,-4.014132,3.274261,-2.598351,8.002169,-3.913591,-2.110867,2.972882,0.4553824,2.528129,-2.702404,0.3247577,5.582233,0.3573233,1.885716,-2.328994,-2.597311,3.827826,0.2656934,-4.917023,1.609458,-0.2360039,-4.537778,1.679219,-3.156932,6.048119,-4.691414,-2.661353,0.638299,1.435635,2.292511,-2.537603,-2.377858,4.990101,-2.529418,1.618014,1.245248,-2.768322,2.024244,0.02615244,-4.094833
137.1852264,-4.086911201,5.034484,-0.8325644,-3.779943,1.375403,-2.781158,0.7655596,2.825565,2.934915,5.630266,-2.000302,2.368759,-0.2345036,-12.17199,0.778883,-2.309726,-3.721448,0.1480565,-1.012732,6.566154,-0.2110862,-7.152121,4.584353,-2.456897,-1.664483,1.198293,1.414896,2.860189,2.108762,-2.333143,6.216891,-0.6406042,0.3677472,0.8701921,-15.90026,2.464229,-2.239109,-4.181041,-6.692565,-1.547231,-0.3668961,2.378426,-4.019391,3.50146,0,2.9283,-2.159221,0.893154,1.562063,5.277522,2.24472,-2.473641,7.132168,-0.08787405,-6.945938,-0.1720574,-17.35679,2.846987,-2.616878,-4.24612,-11.00417,0.4335241,5.032012,1.340669,-3.021131,5.227748,-1.270649,-3.205225,-0.1268508,1.464425,3.237907,1.947901,-0.7091911,6.649218,-0.7669194,-2.114779,-0.4006068,-6.641102,2.437097,-2.26251,-4.530772,-6.179154,-1.358454,2.558294,0.4619918,-3.325592
137.1842499,-4.086907387,2.003778,-1.636968,-9.091568,5.039652,1.417659,0.3103118,4.076428,-0.2901461,8.446262,3.95862,1.815796,-2.036973,0.6764052,-5.406799,10.05043,-2.233227,6.476776,0.884964,6.111277,-0.8986803,-2.701154,5.343021,-3.756706,-5.746214,4.607117,2.032031,2.505398,6.108027,-1.097704,13.55666,0.5902286,2.097447,-0.3530758,2.196805,3.65784,9.265698,-0.6408271,5.67923,2.805492,5.078004,-0.3017164,-7.295002,2.30168,0,1.798904,-5.514774,0.05660678,1.749397,1.975973,4.315849,-4.947049,9.306216,1.269003,0.5675392,-1.653932,2.842434,2.124369,7.752043,-0.1330133,1.884234,2.060987,6.790648,-1.368645,-6.967143,3.615106,-4.94567,-5.784207,3.975028,1.617433,2.23178,4.827477,-7.189499,9.429383,3.65123,2.092455,-1.587594,1.787876,0.8104827,7.651936,-0.5704472,-0.2728282,1.866037,5.666463,0.1927797,-6.734478
137.1769867,-4.086891174,4.133428,2.135035,-7.664572,1.749654,-2.690569,4.397223,0.07200652,-4.02041,4.437589,-0.8299012,4.091043,3.565456,0.4145559,-2.777628,-0.772095,1.085783,2.384454,1.612113,-8.111608,3.748601,-5.348172,3.257986,5.252488,-0.8651513,1.634246,-0.602972,0.7017857,0.836953,-0.5394613,4.148634,1.46977,4.718526,3.453546,-0.8224851,4.127343,-1.959626,1.929839,0.9658651,3.526803,-10.23447,4.276493,-4.070287,1.549512,0,7.322721,0.5951914,2.050886,-0.1650294,-4.008092,1.402346,-1.911486,3.931391,0.6093624,4.008016,3.585998,-1.06119,-0.2779989,-2.509799,1.158727,-3.813456,2.15442,-5.717172,3.374463,-3.480415,2.469064,6.193809,0.8062688,1.515541,0.2668103,0.08284696,-0.4256805,-2.899745,-0.09238335,-0.1123745,2.187993,2.110776,-1.106153,10.12721,-1.663164,1.93992,2.331854,3.871424,-6.20741,4.130077,-3.807652
137.1867523,-4.086884975,-0.3411388,0.6132345,-11.08291,1.588542,-4.196903,2.313042,7.311498,-6.409181,3.898036,-0.7618569,-1.593846,5.962419,-0.4668511,6.825348,-4.478311,-2.003994,4.025122,0.04710041,6.158517,-3.087732,0.3818024,4.448682,0.1132159,0.5410271,1.465919,-4.462832,2.976911,2.827806,-6.16099,6.62877,0.9510875,-2.945141,2.386822,-2.632736,7.570358,-2.989898,-0.5843045,1.290149,-0.9217938,2.20487,-2.099199,0.2716839,4.308924,0,1.224284,1.958644,1.642075,-3.272803,3.016555,2.020557,-5.978556,2.568989,0.6412282,-4.862908,3.61352,-3.498402,8.251177,-4.136547,-1.280735,1.084892,1.076651,-0.642394,-2.720381,-2.945043,5.340077,-0.3445388,1.787981,0.9391751,-3.589401,3.094955,-0.1783573,-6.646269,-1.339155,0.5593035,-4.831417,4.709633,-3.443703,6.973352,-4.117273,-2.620279,3.984875,0.9795612,0.2726793,-0.5449408,1.162784
137.1859894,-4.086878777,1.639528,-3.413604,-4.949947,-3.09547,-0.5790669,5.778449,4.44052,-7.011477,4.446471,-1.890758,-1.588358,1.134126,0.4776666,2.592888,4.92278,-0.5975019,7.33849,-1.135719,-1.335629,-0.3856299,-13.4877,1.790733,-2.73335,-1.985756,-1.859083,-1.837937,6.385873,1.763317,-4.402917,6.177397,-2.126774,-2.547006,3.714098,1.908504,4.347317,3.286187,-3.164095,8.833135,-1.247242,-2.372785,0.3555318,-17.13837,2.204905,0,-0.1183535,-4.033113,-6.993195,-0.2807178,6.285246,2.478796,-4.022199,3.324447,-2.671014,-10.53436,-1.689145,-0.9424302,4.471491,2.916593,-3.239852,4.084742,-0.5812829,-0.3828194,-0.8994715,-9.605522,2.417882,-2.943966,-3.71256,-4.486778,-1.308425,3.890065,0.6184447,-4.629034,1.82133,-2.943197,-3.708522,0.04650047,0.3950085,3.265115,2.785357,-1.91001,7.605461,-1.432165,-1.296057,0.2558051,-11.54376
137.1797791,-4.086874008,0.8213809,9.486427,-0.4961231,5.926764,2.292817,4.166721,0.1765352,0.2089058,-0.4165307,-3.951739,-4.061857,4.619517,2.666574,-0.4408254,0.6827445,-1.75226,9.308785,0.7070395,1.76601,-1.927722,-0.5193057,1.17999,9.229517,-0.6464373,5.261481,3.725324,6.390749,-0.1786481,-6.854931,6.461178,-2.350065,-5.290696,1.152258,1.650099,1.673943,-2.917131,-1.58534,8.108358,5.065749,2.435659,-1.182897,3.260589,-0.3182439,0,13.45922,-0.01802196,3.551738,2.515324,6.567685,-0.4463602,-8.447506,2.510206,-2.616385,-11.22506,0.6107479,1.742487,1.729711,-3.286824,-2.086718,7.682742,8.820611,2.183767,-2.223653,2.66634,0.7398682,7.601985,-0.6562678,1.606535,1.172617,4.687821,-0.309261,-7.884759,1.315223,-3.281657,-6.49532,0.9344107,0.5749256,1.948991,3.517852,-2.203554,13.63374,3.436249,2.495177,-1.192825,4.970702
137.1881409,-4.086863041,-2.213325,-4.519243,-0.7496044,1.546313,-0.2549689,-8.539634,5.403844,-4.49334,2.749983,3.390165,0.4762217,0.7944364,-0.5755275,2.443053,1.814139,-1.862031,5.609759,1.419381,2.066118,5.447518,-0.7580608,9.104644,-2.264893,1.571281,2.320195,3.06916,-9.113646,4.593782,-4.345024,4.656769,4.629655,1.375586,1.847524,-0.3701475,-2.3633,1.386959,-0.9008553,5.637649,-0.4206137,0.3142178,2.960332,-0.7979996,-5.227244,0,0.7460033,2.473549,0.6307983,2.706392,-6.488891,3.423119,-4.571831,1.835763,4.098714,-1.254346,0.9611183,-1.611914,-2.526132,-0.524709,-0.6132513,-2.195872,0.3515573,3.803747,3.753401,-0.967986,2.10348,-2.785704,1.3572,-0.2351463,2.072079,-7.074735,3.958329,-4.940359,-0.1831474,5.823445,-0.2860619,0.4570092,0.5306695,-1.212257,0.1308976,-2.699744,2.074094,-1.577103,2.041837,0.7508247,-1.619774
137.1824493,-4.086835384,5.739927,-3.99709,-0.7190333,3.199392,-0.417301,0.8905992,-1.36527,0.1616589,-1.219453,-0.3324938,0.1095289,0.6974866,-4.744396,1.998139,4.665604,-6.630373,4.968572,0.128261,-2.989968,6.401401,-2.131645,7.934507,-3.580883,-1.742571,5.001029,-1.010869,3.325607,-1.991222,-3.145956,5.554032,-0.4045788,1.823951,-0.3022594,-4.178085,3.128523,2.953947,-5.781898,4.454976,1.641808,-3.982261,2.182937,-2.861783,6.29779,0,-11.40651,0.01595169,3.106538,0.7516185,2.650656,-2.088649,-0.09676146,4.029367,0.5350732,2.250022,1.24481,-3.684099,2.9341,1.405402,-4.720265,2.137579,0.1970115,-2.552823,3.100446,-3.29953,7.94194,-4.14521,-1.654837,1.872787,-0.8802778,3.518915,-2.075557,-0.6483288,2.006514,-0.4137692,1.71177,0.3383708,-3.037684,2.568124,-2.263247,-5.246562,2.732294,0.3264588,-1.900614,2.431181,-2.890667
137.1834869,-4.086824894,2.164575,0.1601709,-3.85314,6.955179,-1.632206,-2.522373,1.136999,-8.355361,1.418308,-2.76025,-2.943551,-3.409048,-2.017712,6.904179,1.817758,-4.787114,5.302765,-1.829648,-3.588897,1.257418,-1.370957,4.00289,2.652966,-0.9075564,7.057239,-1.864039,-2.017453,0.3471337,-16.2149,3.329673,-2.616133,-4.438759,-7.52125,-1.804045,5.868721,2.218376,-3.997321,4.938282,-2.63284,-3.080357,-0.3207949,-0.06507859,2.684417,0,1.013727,-3.82531,8.173224,-1.379942,-0.6230444,-0.3009587,-17.7991,2.028436,-2.510301,-6.550078,-5.895438,-1.385345,4.684749,1.881641,-3.033515,-0.6464707,1.006405,-2.417654,-1.876787,1.345997,3.869777,0.4269428,-4.38275,6.8146,-1.578374,-1.625189,-0.2762848,-15.6027,-0.7209645,-1.613397,-4.237273,-4.227482,-0.7340174,3.511457,0.4274959,-3.652615,3.973915,-0.9643326,-1.786826,-0.7468668,0.7594061
137.1762543,-4.08682394,1.183362,-2.643075,-4.352067,8.875453,-1.00238,0.813825,0.1156136,-0.4292356,-2.837949,5.992988,0.4474856,5.436011,2.43751,5.35136,-0.1716746,-3.971513,1.380228,-2.278155,-6.166714,5.521646,2.063787,1.67383,-0.6663522,-0.3854123,8.079438,4.682443,2.398146,-1.265007,3.20021,2.390889,9.26843,-1.301399,4.713143,3.429691,6.438887,-0.1608844,-7.843575,3.810185,-3.99453,-6.323604,1.272059,1.527446,2.890381,0,5.158511,-0.7670235,12.95379,7.077574,2.696237,-2.198394,3.658453,-0.2271291,7.532498,-2.088287,1.884414,2.952807,6.139526,-1.374326,-8.266089,1.840222,-1.831314,-4.523335,1.710368,1.904819,1.943715,6.783267,-2.523976,7.270198,7.335321,2.023846,-1.256744,3.709109,-1.877601,6.627998,-0.4559224,-2.87011,0.800133,4.258035,0.2685546,-7.169633,2.907766,-4.11692,-5.198195,5.749551,0.7597604
137.1816406,-4.086816311,2.00963,1.042561,4.321573,3.87109,2.000237,0.5390387,4.287649,-1.367826,-3.497068,-4.122178,2.615782,0.8898992,4.645248,-7.024483,5.529982,-4.464547,2.403478,3.660679,-2.253434,1.852973,-1.708815,-0.4749654,1.336945,-1.647156,5.525628,0.2617188,0.5315424,3.068757,-1.467672,8.863241,-2.433714,2.516099,0.5779439,3.679509,-6.349473,4.134677,-3.939231,3.151543,5.681104,-0.9026604,1.258929,-0.2789252,0.3082792,0,0.431254,-1.562079,3.464578,-0.2476975,4.31544,2.938318,-0.9182515,-4.717063,-2.793442,0.03511168,2.043773,3.845016,-9.539604,3.354542,-3.852121,2.586265,3.380431,-0.2843042,0.5180603,0.2294999,-1.95259,-0.8606359,-1.4473,2.297789,-0.8135676,2.027763,2.043516,-3.220774,-1.599008,-1.762418,2.437464,2.765747,1.195985,-6.695445,3.165944,-2.895763,1.665486,5.981784,-0.681119,1.945744,-1.180171
137.1906891,-4.086765289,1.527061,3.573231,-7.331539,5.440707,-0.2999008,-3.070307,5.372808,-0.9354418,5.195368,-5.019353,1.026026,3.566079,-1.030118,3.885474,-2.816667,-3.05411,0.3162217,-0.1509157,0.3159814,1.159838,-3.730492,2.940981,2.80207,-6.014112,4.495602,0.98329,-4.039485,3.328408,-2.865553,8.637609,-3.582514,-0.2298732,1.638122,0.1336377,5.427068,-1.55432,-2.286221,5.00661,-0.1989358,-0.2897856,1.235335,-3.749858,3.956179,0,5.15506,-5.777223,5.141783,-0.0115897,-4.367939,2.276037,-3.024734,6.784771,-4.06491,-4.358093,4.202856,-1.267268,2.778202,-2.097324,-1.307257,4.318091,-1.353269,0.9722056,0.4621705,-3.10795,4.160657,-0.9730995,-4.42976,0.2286768,-0.2447541,-4.528147,1.48869,-3.40789,4.517221,-3.528047,-2.464166,3.843843,0.6307234,0.2499154,-1.943488,1.854419,4.972236,-0.3904929,0.2963381,0.9947563,-3.0445
