Longitude,Latitude,Date,Deformation_Value
137.1763,-4.088581085,7-Sep-20,9.143847
137.1763,-4.088581085,19-Sep-20,-4.019801
137.1763,-4.088581085,1-Oct-20,-2.748382
137.1763,-4.088581085,13-Oct-20,4.267478
137.1763,-4.088581085,25-Oct-20,-0.9931834
137.1763,-4.088581085,6-Nov-20,6.340423
137.1763,-4.088581085,18-Nov-20,-2.225343
137.1763,-4.088581085,30-Nov-20,-2.04675
137.1763,-4.088581085,12-Dec-20,5.268069
137.1763,-4.088581085,24-Dec-20,-0.8062288
137.1763,-4.088581085,5-Jan-21,-0.5291519
137.1763,-4.088581085,17-Jan-21,1.225838
137.1763,-4.088581085,29-Jan-21,-3.838815
137.1763,-4.088581085,10-Feb-21,2.690717
137.1763,-4.088581085,22-Feb-21,4.709818
137.1763,-4.088581085,6-Mar-21,-6.152796
137.1763,-4.088581085,18-Mar-21,3.235809
137.1763,-4.088581085,30-Mar-21,-0.9966027
137.1763,-4.088581085,11-Apr-21,-3.164546
137.1763,-4.088581085,23-Apr-21,5.265994
137.1763,-4.088581085,17-May-21,-3.010997
137.1763,-4.088581085,29-May-21,7.198249
137.1763,-4.088581085,10-Jun-21,-2.787624
137.1763,-4.088581085,22-Jun-21,0
137.1763,-4.088581085,16-Jul-21,4.031403
137.1763,-4.088581085,28-Jul-21,0.9210719
137.1763,-4.088581085,21-Aug-21,2.995252
137.1763,-4.088581085,2-Sep-21,-0.412501
137.1763,-4.088581085,14-Sep-21,-0.3945044
137.1763,-4.088581085,8-Oct-21,3.826384
137.1763,-4.088581085,20-Oct-21,-0.2385665
137.1763,-4.088581085,1-Nov-21,-0.5853729
137.1763,-4.088581085,13-Nov-21,1.31229
137.1763,-4.088581085,25-Nov-21,-3.40359
137.1763,-4.088581085,7-Dec-21,2.936471
137.1763,-4.088581085,19-Dec-21,2.927154
137.1763,-4.088581085,31-Dec-21,-6.899391
137.1763,-4.088581085,12-Jan-22,2.038496
137.1763,-4.088581085,24-Jan-22,-0.6136703
137.1763,-4.088581085,5-Feb-22,-1.259443
137.1763,-4.088581085,17-Feb-22,2.795087
137.1763,-4.088581085,1-Mar-22,-3.042904
137.1763,-4.088581085,13-Mar-22,6.468803
137.1763,-4.088581085,25-Mar-22,-3.482969
137.1763,-4.088581085,16-Apr-22,-5.161891
137.1763,-4.088581085,18-Apr-22,4.017866
137.1763,-4.088581085,30-Apr-22,-0.1393699
137.1763,-4.088581085,24-May-22,-0.2630404
137.1763,-4.088581085,17-Jun-22,-2.347147
137.1763,-4.088581085,29-Jun-22,0.7545067
137.1763,-4.088581085,11-Jul-22,3.733232
137.1763,-4.088581085,23-Jul-22,-1.576072
137.1763,-4.088581085,4-Aug-22,2.445741
137.1763,-4.088581085,16-Aug-22,0.7973844
137.1763,-4.088581085,28-Aug-22,-2.754761
137.1763,-4.088581085,9-Sep-22,2.911481
137.1763,-4.088581085,3-Oct-22,-0.8008104
137.1763,-4.088581085,15-Oct-22,-4.951489
137.1763,-4.088581085,27-Oct-22,-1.083548
137.1763,-4.088581085,8-Nov-22,0.8861785
137.1763,-4.088581085,20-Nov-22,-4.873941
137.1763,-4.088581085,2-Dec-22,3.658958
137.1763,-4.088581085,14-Dec-22,-2.511139
137.1763,-4.088581085,26-Dec-22,6.70444
137.1763,-4.088581085,04-Jul-20212,2.103205
137.1767883,-4.08212328,11-Jan-20,4.58571
137.1767883,-4.08212328,23-Jan-20,-0.3869301
137.1767883,-4.08212328,4-Feb-20,-4.327937
137.1767883,-4.08212328,16-Feb-20,2.307071
137.1767883,-4.08212328,28-Feb-20,-5.363619
137.1767883,-4.08212328,11-Mar-20,-4.635139
137.1767883,-4.08212328,23-Mar-20,7.040178
137.1767883,-4.08212328,4-Apr-20,1.353263
137.1767883,-4.08212328,16-Apr-20,1.304204
137.1767883,-4.08212328,28-Apr-20,2.230829
137.1767883,-4.08212328,10-May-20,-0.8823398
137.1767883,-4.08212328,22-May-20,9.965745
137.1767883,-4.08212328,3-Jun-20,4.323354
137.1767883,-4.08212328,15-Jun-20,0.9428986
137.1767883,-4.08212328,27-Jun-20,-2.420472
137.1767883,-4.08212328,9-Jul-20,3.28998
137.1767883,-4.08212328,21-Jul-20,0.2299615
137.1767883,-4.08212328,2-Aug-20,7.131436
137.1767883,-4.08212328,14-Aug-20,-0.52263
137.1767883,-4.08212328,26-Aug-20,4.36202
137.1767883,-4.08212328,7-Sep-20,4.315487
137.1767883,-4.08212328,19-Sep-20,6.022954
137.1767883,-4.08212328,1-Oct-20,0.4457477
137.1767883,-4.08212328,13-Oct-20,-3.969089
137.1767883,-4.08212328,25-Oct-20,3.137037
137.1767883,-4.08212328,6-Nov-20,-4.137996
137.1767883,-4.08212328,18-Nov-20,-6.098128
137.1767883,-4.08212328,30-Nov-20,4.352386
137.1767883,-4.08212328,12-Dec-20,2.35024
137.1767883,-4.08212328,24-Dec-20,1.869167
137.1767883,-4.08212328,5-Jan-21,1.33465
137.1767883,-4.08212328,17-Jan-21,-1.313195
137.1767883,-4.08212328,29-Jan-21,13.09585
137.1767883,-4.08212328,10-Feb-21,0.7069414
137.1767883,-4.08212328,22-Feb-21,2.887241
137.1767883,-4.08212328,6-Mar-21,-1.11996
137.1767883,-4.08212328,18-Mar-21,3.116231
137.1767883,-4.08212328,30-Mar-21,-0.1878391
137.1767883,-4.08212328,11-Apr-21,11.29174
137.1767883,-4.08212328,23-Apr-21,-0.2050776
137.1767883,-4.08212328,17-May-21,3.690343
137.1767883,-4.08212328,29-May-21,2.067461
137.1767883,-4.08212328,10-Jun-21,5.373056
137.1767883,-4.08212328,22-Jun-21,0
137.1767883,-4.08212328,16-Jul-21,-7.65567
137.1767883,-4.08212328,28-Jul-21,-0.7525687
137.1767883,-4.08212328,21-Aug-21,-4.383531
137.1767883,-4.08212328,2-Sep-21,-4.399893
137.1767883,-4.08212328,14-Sep-21,1.31517
137.1767883,-4.08212328,8-Oct-21,2.179656
137.1767883,-4.08212328,20-Oct-21,2.082716
137.1767883,-4.08212328,1-Nov-21,4.19177
137.1767883,-4.08212328,13-Nov-21,-6.726436
137.1767883,-4.08212328,25-Nov-21,10.3074
137.1767883,-4.08212328,7-Dec-21,7.643316
137.1767883,-4.08212328,19-Dec-21,2.433488
137.1767883,-4.08212328,31-Dec-21,-1.022573
137.1767883,-4.08212328,12-Jan-22,3.632509
137.1767883,-4.08212328,24-Jan-22,1.614182
137.1767883,-4.08212328,5-Feb-22,10.75721
137.1767883,-4.08212328,17-Feb-22,-0.02259097
137.1767883,-4.08212328,1-Mar-22,0.7662983
137.1767883,-4.08212328,13-Mar-22,3.254111
137.1767883,-4.08212328,25-Mar-22,6.311051
137.1767883,-4.08212328,16-Apr-22,-3.261813
137.1767883,-4.08212328,18-Apr-22,-8.506312
137.1767883,-4.08212328,30-Apr-22,1.856112
137.1767883,-4.08212328,24-May-22,-2.987289
137.1767883,-4.08212328,17-Jun-22,-3.766487
137.1767883,-4.08212328,29-Jun-22,2.95018
137.1767883,-4.08212328,11-Jul-22,1.013818
137.1767883,-4.08212328,23-Jul-22,2.930769
137.1767883,-4.08212328,4-Aug-22,1.150855
137.1767883,-4.08212328,16-Aug-22,-3.529872
137.1767883,-4.08212328,28-Aug-22,8.326759
137.1767883,-4.08212328,9-Sep-22,5.722453
137.1767883,-4.08212328,3-Oct-22,1.689096
137.1767883,-4.08212328,15-Oct-22,-0.7838238
137.1767883,-4.08212328,27-Oct-22,2.897877
137.1767883,-4.08212328,8-Nov-22,0.7303512
137.1767883,-4.08212328,20-Nov-22,7.506876
137.1767883,-4.08212328,2-Dec-22,0.09366746
137.1767883,-4.08212328,14-Dec-22,3.123046
137.1767883,-4.08212328,26-Dec-22,3.015888
137.1767883,-4.08212328,04-Jul-20212,-0.3300987
137.1768188,-4.08616209,11-Jan-20,-0.2588104
137.1768188,-4.08616209,23-Jan-20,5.925842
137.1768188,-4.08616209,4-Feb-20,1.97326
137.1768188,-4.08616209,16-Feb-20,0.2793897
137.1768188,-4.08616209,28-Feb-20,-5.063331
137.1768188,-4.08616209,11-Mar-20,-2.16772
137.1768188,-4.08616209,23-Mar-20,3.612164
137.1768188,-4.08616209,4-Apr-20,0.3911388
137.1768188,-4.08616209,16-Apr-20,-8.861848
137.1768188,-4.08616209,28-Apr-20,4.175452
137.1768188,-4.08616209,10-May-20,-2.577044
137.1768188,-4.08616209,22-May-20,3.249507
137.1768188,-4.08616209,3-Jun-20,3.078319
137.1768188,-4.08616209,15-Jun-20,-0.7918288
137.1768188,-4.08616209,27-Jun-20,1.198822
137.1768188,-4.08616209,9-Jul-20,-0.9651578
137.1768188,-4.08616209,21-Jul-20,3.477749
137.1768188,-4.08616209,2-Aug-20,1.362798
137.1768188,-4.08616209,14-Aug-20,-1.073827
137.1768188,-4.08616209,26-Aug-20,4.754405
137.1768188,-4.08616209,7-Sep-20,1.573502
137.1768188,-4.08616209,19-Sep-20,2.560967
137.1768188,-4.08616209,1-Oct-20,5.185758
137.1768188,-4.08616209,13-Oct-20,0.02998125
137.1768188,-4.08616209,25-Oct-20,-4.143093
137.1768188,-4.08616209,6-Nov-20,-2.469541
137.1768188,-4.08616209,18-Nov-20,1.717268
137.1768188,-4.08616209,30-Nov-20,1.132874
137.1768188,-4.08616209,12-Dec-20,1.982538
137.1768188,-4.08616209,24-Dec-20,-7.923445
137.1768188,-4.08616209,5-Jan-21,3.558835
137.1768188,-4.08616209,17-Jan-21,-3.045382
137.1768188,-4.08616209,29-Jan-21,3.320923
137.1768188,-4.08616209,10-Feb-21,5.255692
137.1768188,-4.08616209,22-Feb-21,-0.4853323
137.1768188,-4.08616209,6-Mar-21,1.95399
137.1768188,-4.08616209,18-Mar-21,-0.1687058
137.1768188,-4.08616209,30-Mar-21,-3.209717
137.1768188,-4.08616209,11-Apr-21,1.993392
137.1768188,-4.08616209,23-Apr-21,-2.727522
137.1768188,-4.08616209,17-May-21,5.383764
137.1768188,-4.08616209,29-May-21,-0.2802456
137.1768188,-4.08616209,10-Jun-21,1.298016
137.1768188,-4.08616209,22-Jun-21,0
137.1768188,-4.08616209,16-Jul-21,-0.1066382
137.1768188,-4.08616209,28-Jul-21,1.874206
137.1768188,-4.08616209,21-Aug-21,-1.864776
137.1768188,-4.08616209,2-Sep-21,1.487641
137.1768188,-4.08616209,14-Sep-21,0.801662
137.1768188,-4.08616209,8-Oct-21,3.854606
137.1768188,-4.08616209,20-Oct-21,-5.279292
137.1768188,-4.08616209,1-Nov-21,3.056544
137.1768188,-4.08616209,13-Nov-21,-3.398171
137.1768188,-4.08616209,25-Nov-21,1.507079
137.1768188,-4.08616209,7-Dec-21,5.9618
137.1768188,-4.08616209,19-Dec-21,-0.6534442
137.1768188,-4.08616209,31-Dec-21,1.335565
137.1768188,-4.08616209,12-Jan-22,0.382343
137.1768188,-4.08616209,24-Jan-22,-2.928507
137.1768188,-4.08616209,5-Feb-22,0.004976878
137.1768188,-4.08616209,17-Feb-22,-1.704215
137.1768188,-4.08616209,1-Mar-22,2.459323
137.1768188,-4.08616209,13-Mar-22,-0.4357816
137.1768188,-4.08616209,25-Mar-22,3.462297
137.1768188,-4.08616209,16-Apr-22,1.70586
137.1768188,-4.08616209,18-Apr-22,-0.8856492
137.1768188,-4.08616209,30-Apr-22,0.4326046
137.1768188,-4.08616209,24-May-22,-1.584871
137.1768188,-4.08616209,17-Jun-22,3.110571
137.1768188,-4.08616209,29-Jun-22,-0.01165895
137.1768188,-4.08616209,11-Jul-22,3.637533
137.1768188,-4.08616209,23-Jul-22,-7.297645
137.1768188,-4.08616209,4-Aug-22,3.214851
137.1768188,-4.08616209,16-Aug-22,-3.010932
137.1768188,-4.08616209,28-Aug-22,1.006133
137.1768188,-4.08616209,9-Sep-22,3.550858
137.1768188,-4.08616209,3-Oct-22,-1.260288
137.1768188,-4.08616209,15-Oct-22,0.8335486
137.1768188,-4.08616209,27-Oct-22,-2.020524
137.1768188,-4.08616209,8-Nov-22,-1.053068
137.1768188,-4.08616209,20-Nov-22,0.6969202
137.1768188,-4.08616209,2-Dec-22,-2.365215
137.1768188,-4.08616209,14-Dec-22,2.36654
137.1768188,-4.08616209,26-Dec-22,-0.5354708
137.1768188,-4.08616209,04-Jul-20212,-0.1150022
137.1768951,-4.083274841,11-Jan-20,1.669205
137.1768951,-4.083274841,23-Jan-20,-5.022827
137.1768951,-4.083274841,4-Feb-20,-6.662491
137.1768951,-4.083274841,16-Feb-20,2.749722
137.1768951,-4.083274841,28-Feb-20,-3.58898
137.1768951,-4.083274841,11-Mar-20,5.258556
137.1768951,-4.083274841,23-Mar-20,0.7860732
137.1768951,-4.083274841,4-Apr-20,-1.798073
137.1768951,-4.083274841,16-Apr-20,6.785806
137.1768951,-4.083274841,28-Apr-20,-1.315525
137.1768951,-4.083274841,10-May-20,8.290051
137.1768951,-4.083274841,22-May-20,-4.592998
137.1768951,-4.083274841,3-Jun-20,-0.4161578
137.1768951,-4.083274841,15-Jun-20,3.113414
137.1768951,-4.083274841,27-Jun-20,-1.844956
137.1768951,-4.083274841,9-Jul-20,2.738102
137.1768951,-4.083274841,21-Jul-20,-2.651625
137.1768951,-4.083274841,2-Aug-20,-1.926018
137.1768951,-4.083274841,14-Aug-20,3.730454
137.1768951,-4.083274841,26-Aug-20,-0.1694981
137.1768951,-4.083274841,7-Sep-20,0.1222381
137.1768951,-4.083274841,19-Sep-20,1.038419
137.1768951,-4.083274841,1-Oct-20,-3.975268
137.1768951,-4.083274841,13-Oct-20,2.730829
137.1768951,-4.083274841,25-Oct-20,2.478345
137.1768951,-4.083274841,6-Nov-20,-6.446001
137.1768951,-4.083274841,18-Nov-20,3.691952
137.1768951,-4.083274841,30-Nov-20,0.7886838
137.1768951,-4.083274841,12-Dec-20,-3.393399
137.1768951,-4.083274841,24-Dec-20,3.508083
137.1768951,-4.083274841,5-Jan-21,-2.522753
137.1768951,-4.083274841,17-Jan-21,8.621273
137.1768951,-4.083274841,29-Jan-21,-3.596508
137.1768951,-4.083274841,10-Feb-21,-2.392399
137.1768951,-4.083274841,22-Feb-21,1.88553
137.1768951,-4.083274841,6-Mar-21,-0.5979151
137.1768951,-4.083274841,18-Mar-21,5.774038
137.1768951,-4.083274841,30-Mar-21,-1.647418
137.1768951,-4.083274841,11-Apr-21,-4.371857
137.1768951,-4.083274841,23-Apr-21,4.213484
137.1768951,-4.083274841,17-May-21,-0.7460107
137.1768951,-4.083274841,29-May-21,2.189504
137.1768951,-4.083274841,10-Jun-21,1.298536
137.1768951,-4.083274841,22-Jun-21,0
137.1768951,-4.083274841,16-Jul-21,3.7827
137.1768951,-4.083274841,28-Jul-21,4.77332
137.1768951,-4.083274841,21-Aug-21,-5.528555
137.1768951,-4.083274841,2-Sep-21,2.746544
137.1768951,-4.083274841,14-Sep-21,0.6977718
137.1768951,-4.083274841,8-Oct-21,-3.480115
137.1768951,-4.083274841,20-Oct-21,3.690553
137.1768951,-4.083274841,1-Nov-21,-2.114765
137.1768951,-4.083274841,13-Nov-21,8.060389
137.1768951,-4.083274841,25-Nov-21,-3.071232
137.1768951,-4.083274841,7-Dec-21,-0.8931863
137.1768951,-4.083274841,19-Dec-21,3.666904
137.1768951,-4.083274841,31-Dec-21,0.8411352
137.1768951,-4.083274841,12-Jan-22,-0.242041
137.1768951,-4.083274841,24-Jan-22,-0.2062721
137.1768951,-4.083274841,5-Feb-22,-1.039446
137.1768951,-4.083274841,17-Feb-22,5.366683
137.1768951,-4.083274841,1-Mar-22,-1.165136
137.1768951,-4.083274841,13-Mar-22,1.898372
137.1768951,-4.083274841,25-Mar-22,0.8795099
137.1768951,-4.083274841,16-Apr-22,-5.594152
137.1768951,-4.083274841,18-Apr-22,4.177192
137.1768951,-4.083274841,30-Apr-22,-0.05254789
137.1768951,-4.083274841,24-May-22,-6.561803
137.1768951,-4.083274841,17-Jun-22,3.000623
137.1768951,-4.083274841,29-Jun-22,0.1288845
137.1768951,-4.083274841,11-Jul-22,-2.05266
137.1768951,-4.083274841,23-Jul-22,3.388985
137.1768951,-4.083274841,4-Aug-22,-2.910734
137.1768951,-4.083274841,16-Aug-22,6.985209
137.1768951,-4.083274841,28-Aug-22,-2.294249
137.1768951,-4.083274841,9-Sep-22,-1.076627
137.1768951,-4.083274841,3-Oct-22,3.293541
137.1768951,-4.083274841,15-Oct-22,0.8745097
137.1768951,-4.083274841,27-Oct-22,3.328368
137.1768951,-4.083274841,8-Nov-22,-2.397352
137.1768951,-4.083274841,20-Nov-22,-0.4689647
137.1768951,-4.083274841,2-Dec-22,4.573359
137.1768951,-4.083274841,14-Dec-22,-3.603655
137.1768951,-4.083274841,26-Dec-22,1.442092
137.1768951,-4.083274841,04-Jul-20212,-4.359613
137.1769867,-4.086891174,11-Jan-20,4.133428
137.1769867,-4.086891174,23-Jan-20,2.135035
137.1769867,-4.086891174,4-Feb-20,-7.664572
137.1769867,-4.086891174,16-Feb-20,1.749654
137.1769867,-4.086891174,28-Feb-20,-2.690569
137.1769867,-4.086891174,11-Mar-20,4.397223
137.1769867,-4.086891174,23-Mar-20,0.07200652
137.1769867,-4.086891174,4-Apr-20,-4.02041
137.1769867,-4.086891174,16-Apr-20,4.437589
137.1769867,-4.086891174,28-Apr-20,-0.8299012
137.1769867,-4.086891174,10-May-20,4.091043
137.1769867,-4.086891174,22-May-20,3.565456
137.1769867,-4.086891174,3-Jun-20,0.4145559
137.1769867,-4.086891174,15-Jun-20,-2.777628
137.1769867,-4.086891174,27-Jun-20,-0.772095
137.1769867,-4.086891174,9-Jul-20,1.085783
137.1769867,-4.086891174,21-Jul-20,2.384454
137.1769867,-4.086891174,2-Aug-20,1.612113
137.1769867,-4.086891174,14-Aug-20,-8.111608
137.1769867,-4.086891174,26-Aug-20,3.748601
137.1769867,-4.086891174,7-Sep-20,-5.348172
137.1769867,-4.086891174,19-Sep-20,3.257986
137.1769867,-4.086891174,1-Oct-20,5.252488
137.1769867,-4.086891174,13-Oct-20,-0.8651513
137.1769867,-4.086891174,25-Oct-20,1.634246
137.1769867,-4.086891174,6-Nov-20,-0.602972
137.1769867,-4.086891174,18-Nov-20,0.7017857
137.1769867,-4.086891174,30-Nov-20,0.836953
137.1769867,-4.086891174,12-Dec-20,-0.5394613
137.1769867,-4.086891174,24-Dec-20,4.148634
137.1769867,-4.086891174,5-Jan-21,1.46977
137.1769867,-4.086891174,17-Jan-21,4.718526
137.1769867,-4.086891174,29-Jan-21,3.453546
137.1769867,-4.086891174,10-Feb-21,-0.8224851
137.1769867,-4.086891174,22-Feb-21,4.127343
137.1769867,-4.086891174,6-Mar-21,-1.959626
137.1769867,-4.086891174,18-Mar-21,1.929839
137.1769867,-4.086891174,30-Mar-21,0.9658651
137.1769867,-4.086891174,11-Apr-21,3.526803
137.1769867,-4.086891174,23-Apr-21,-10.23447
137.1769867,-4.086891174,17-May-21,4.276493
137.1769867,-4.086891174,29-May-21,-4.070287
137.1769867,-4.086891174,10-Jun-21,1.549512
137.1769867,-4.086891174,22-Jun-21,0
137.1769867,-4.086891174,16-Jul-21,0.5951914
137.1769867,-4.086891174,28-Jul-21,2.050886
137.1769867,-4.086891174,21-Aug-21,-0.1650294
137.1769867,-4.086891174,2-Sep-21,-4.008092
137.1769867,-4.086891174,14-Sep-21,1.402346
137.1769867,-4.086891174,8-Oct-21,-1.911486
137.1769867,-4.086891174,20-Oct-21,3.931391
137.1769867,-4.086891174,1-Nov-21,0.6093624
137.1769867,-4.086891174,13-Nov-21,4.008016
137.1769867,-4.086891174,25-Nov-21,3.585998
137.1769867,-4.086891174,7-Dec-21,-1.06119
137.1769867,-4.086891174,19-Dec-21,-0.2779989
137.1769867,-4.086891174,31-Dec-21,-2.509799
137.1769867,-4.086891174,12-Jan-22,1.158727
137.1769867,-4.086891174,24-Jan-22,-3.813456
137.1769867,-4.086891174,5-Feb-22,2.15442
137.1769867,-4.086891174,17-Feb-22,-5.717172
137.1769867,-4.086891174,1-Mar-22,3.374463
137.1769867,-4.086891174,13-Mar-22,-3.480415
137.1769867,-4.086891174,25-Mar-22,2.469064
137.1769867,-4.086891174,16-Apr-22,6.193809
137.1769867,-4.086891174,18-Apr-22,0.8062688
137.1769867,-4.086891174,30-Apr-22,1.515541
137.1769867,-4.086891174,24-May-22,0.2668103
137.1769867,-4.086891174,17-Jun-22,0.08284696
137.1769867,-4.086891174,29-Jun-22,-0.4256805
137.1769867,-4.086891174,11-Jul-22,-2.899745
137.1769867,-4.086891174,23-Jul-22,-0.09238335
137.1769867,-4.086891174,4-Aug-22,-0.1123745
137.1769867,-4.086891174,16-Aug-22,2.187993
137.1769867,-4.086891174,28-Aug-22,2.110776
137.1769867,-4.086891174,9-Sep-22,-1.106153
137.1769867,-4.086891174,3-Oct-22,10.12721
137.1769867,-4.086891174,15-Oct-22,-1.663164
137.1769867,-4.086891174,27-Oct-22,1.93992
137.1769867,-4.086891174,8-Nov-22,2.331854
137.1769867,-4.086891174,20-Nov-22,3.871424
137.1769867,-4.086891174,2-Dec-22,-6.20741
137.1769867,-4.086891174,14-Dec-22,4.130077
137.1769867,-4.086891174,26-Dec-22,-3.807652
137.1769867,-4.086891174,04-Jul-20212,7.322721
137.1769867,-4.081493378,11-Jan-20,-4.369786
137.1769867,-4.081493378,23-Jan-20,8.198625
137.1769867,-4.081493378,4-Feb-20,2.304671
137.1769867,-4.081493378,16-Feb-20,1.047209
137.1769867,-4.081493378,28-Feb-20,5.957463
137.1769867,-4.081493378,11-Mar-20,-0.2922617
137.1769867,-4.081493378,23-Mar-20,9.619413
137.1769867,-4.081493378,4-Apr-20,3.512144
137.1769867,-4.081493378,16-Apr-20,-3.266924
137.1769867,-4.081493378,28-Apr-20,-2.834814
137.1769867,-4.081493378,10-May-20,3.310896
137.1769867,-4.081493378,22-May-20,-0.1271777
137.1769867,-4.081493378,3-Jun-20,6.708395
137.1769867,-4.081493378,15-Jun-20,-0.1073555
137.1769867,-4.081493378,27-Jun-20,6.084275
137.1769867,-4.081493378,9-Jul-20,4.632046
137.1769867,-4.081493378,21-Jul-20,5.083704
137.1769867,-4.081493378,2-Aug-20,-0.2231736
137.1769867,-4.081493378,14-Aug-20,-2.343181
137.1769867,-4.081493378,26-Aug-20,7.057769
137.1769867,-4.081493378,7-Sep-20,-4.376029
137.1769867,-4.081493378,19-Sep-20,-6.012388
137.1769867,-4.081493378,1-Oct-20,3.237439
137.1769867,-4.081493378,13-Oct-20,2.372811
137.1769867,-4.081493378,25-Oct-20,1.067896
137.1769867,-4.081493378,6-Nov-20,1.413217
137.1769867,-4.081493378,18-Nov-20,-1.209316
137.1769867,-4.081493378,30-Nov-20,4.611472
137.1769867,-4.081493378,12-Dec-20,2.918232
137.1769867,-4.081493378,24-Dec-20,2.467573
137.1769867,-4.081493378,5-Jan-21,-1.02836
137.1769867,-4.081493378,17-Jan-21,2.367077
137.1769867,-4.081493378,29-Jan-21,-0.5215064
137.1769867,-4.081493378,10-Feb-21,8.917024
137.1769867,-4.081493378,22-Feb-21,-0.009957768
137.1769867,-4.081493378,6-Mar-21,4.24097
137.1769867,-4.081493378,18-Mar-21,3.327918
137.1769867,-4.081493378,30-Mar-21,5.584868
137.1769867,-4.081493378,11-Apr-21,0.3998593
137.1769867,-4.081493378,23-Apr-21,-8.640079
137.1769867,-4.081493378,17-May-21,3.99411
137.1769867,-4.081493378,29-May-21,-4.37637
137.1769867,-4.081493378,10-Jun-21,-5.695
137.1769867,-4.081493378,22-Jun-21,0
137.1769867,-4.081493378,16-Jul-21,2.749727
137.1769867,-4.081493378,28-Jul-21,-15.33518
137.1769867,-4.081493378,21-Aug-21,4.662509
137.1769867,-4.081493378,2-Sep-21,-2.958143
137.1769867,-4.081493378,14-Sep-21,9.274495
137.1769867,-4.081493378,8-Oct-21,1.847553
137.1769867,-4.081493378,20-Oct-21,2.994643
137.1769867,-4.081493378,1-Nov-21,0.2996021
137.1769867,-4.081493378,13-Nov-21,1.542486
137.1769867,-4.081493378,25-Nov-21,-0.3563506
137.1769867,-4.081493378,7-Dec-21,13.03096
137.1769867,-4.081493378,19-Dec-21,-0.2624392
137.1769867,-4.081493378,31-Dec-21,2.109488
137.1769867,-4.081493378,12-Jan-22,1.156106
137.1769867,-4.081493378,24-Jan-22,7.475382
137.1769867,-4.081493378,5-Feb-22,-0.9388764
137.1769867,-4.081493378,17-Feb-22,-8.542527
137.1769867,-4.081493378,1-Mar-22,4.534543
137.1769867,-4.081493378,13-Mar-22,-4.102766
137.1769867,-4.081493378,25-Mar-22,-6.206854
137.1769867,-4.081493378,16-Apr-22,-0.01539497
137.1769867,-4.081493378,18-Apr-22,0.8012254
137.1769867,-4.081493378,30-Apr-22,2.488531
137.1769867,-4.081493378,24-May-22,-3.00033
137.1769867,-4.081493378,17-Jun-22,-1.473817
137.1769867,-4.081493378,29-Jun-22,8.370452
137.1769867,-4.081493378,11-Jul-22,6.5879
137.1769867,-4.081493378,23-Jul-22,2.256238
137.1769867,-4.081493378,4-Aug-22,-0.5123419
137.1769867,-4.081493378,16-Aug-22,3.957104
137.1769867,-4.081493378,28-Aug-22,-0.7338826
137.1769867,-4.081493378,9-Sep-22,7.456481
137.1769867,-4.081493378,3-Oct-22,0.3013018
137.1769867,-4.081493378,15-Oct-22,1.783199
137.1769867,-4.081493378,27-Oct-22,1.416567
137.1769867,-4.081493378,8-Nov-22,4.532479
137.1769867,-4.081493378,20-Nov-22,0.3935355
137.1769867,-4.081493378,2-Dec-22,-5.253909
137.1769867,-4.081493378,14-Dec-22,3.943425
137.1769867,-4.081493378,26-Dec-22,-3.686543
137.1769867,-4.081493378,04-Jul-20212,1.308404
137.177063,-4.080579758,11-Jan-20,-0.4495943
137.177063,-4.080579758,23-Jan-20,-1.093284
137.177063,-4.080579758,4-Feb-20,0.1056129
137.177063,-4.080579758,16-Feb-20,-0.4536699
137.177063,-4.080579758,28-Feb-20,2.287888
137.177063,-4.080579758,11-Mar-20,-4.465768
137.177063,-4.080579758,23-Mar-20,2.22829
137.177063,-4.080579758,4-Apr-20,4.175588
137.177063,-4.080579758,16-Apr-20,-6.564828
137.177063,-4.080579758,28-Apr-20,4.155774
137.177063,-4.080579758,10-May-20,-0.6834958
137.177063,-4.080579758,22-May-20,-2.868978
137.177063,-4.080579758,3-Jun-20,3.039064
137.177063,-4.080579758,15-Jun-20,-2.298387
137.177063,-4.080579758,27-Jun-20,6.84528
137.177063,-4.080579758,9-Jul-20,-4.603658
137.177063,-4.080579758,21-Jul-20,0.8563771
137.177063,-4.080579758,2-Aug-20,2.21705
137.177063,-4.080579758,14-Aug-20,-0.09487233
137.177063,-4.080579758,26-Aug-20,5.472468
137.177063,-4.080579758,7-Sep-20,-1.273474
137.177063,-4.080579758,19-Sep-20,-3.50383
137.177063,-4.080579758,1-Oct-20,4.572973
137.177063,-4.080579758,13-Oct-20,-0.4362665
137.177063,-4.080579758,25-Oct-20,0.1835873
137.177063,-4.080579758,6-Nov-20,1.102842
137.177063,-4.080579758,18-Nov-20,-4.902984
137.177063,-4.080579758,30-Nov-20,2.629591
137.177063,-4.080579758,12-Dec-20,3.167426
137.177063,-4.080579758,24-Dec-20,-5.926026
137.177063,-4.080579758,5-Jan-21,4.999618
137.177063,-4.080579758,17-Jan-21,1.99439
137.177063,-4.080579758,29-Jan-21,-3.773647
137.177063,-4.080579758,10-Feb-21,6.28384
137.177063,-4.080579758,22-Feb-21,-2.811141
137.177063,-4.080579758,6-Mar-21,7.107557
137.177063,-4.080579758,18-Mar-21,-3.426085
137.177063,-4.080579758,30-Mar-21,-1.119278
137.177063,-4.080579758,11-Apr-21,2.507563
137.177063,-4.080579758,23-Apr-21,-0.1091189
137.177063,-4.080579758,17-May-21,5.105711
